article_id,symbol,company,date_publication,source,api_source,titre,contenu,score_sentiment,sentiment,confiance,poids,score_pondere,url,date_analyse,ajout_date
7eea4551e7e4b43b,META,Meta,2026-04-14,Business Insider,newsapi,The Midwest's rise to America's second-biggest data center hub is fueled by these key states,"The Midwest's rise to America's second-biggest data center hub is fueled by these key states. Construction for a Meta data center campus is underway in Beaver Dam, Wisconsin.Joe Timmerman/Wisconsin Watch via Getty Images
<ul><li>Northern Virginia has long been the center of the data center i… [+216...",0.0,neutral,0.719,1.3,0.0,https://www.businessinsider.com/midwest-texas-see-boom-in-data-center-development-2026-4,2026-04-16 10:26:57,2026-04-16
f4b1c998fb7d655c,META,Meta,2026-04-14,Slashdot.org,newsapi,"Audit Finds Google, Microsoft, and Meta Still Tracking Users After Opt-Out","Audit Finds Google, Microsoft, and Meta Still Tracking Users After Opt-Out. An independent privacy audit of Microsoft, Meta, and Google web traffic in California found that the companies may be violating state regulations and racking up billions in fines. According to the au… [+2063 chars]",-0.933,negative,0.933,1.58,-1.478,https://tech.slashdot.org/story/26/04/14/1955224/audit-finds-google-microsoft-and-meta-still-tracking-users-after-opt-out,2026-04-16 10:26:57,2026-04-16
03997436c0eded25,META,Meta,2026-04-14,Business Insider,newsapi,"He managed 120 people at Meta. Now, he's walking away from Big Tech to join Lovable — here's why.","He managed 120 people at Meta. Now, he's walking away from Big Tech to join Lovable — here's why.. Patrik Torstensson.Courtesy of Lovable
<ul><li>A Meta engineering director left Big Tech after feeling like more of ""a passenger than a driver.""</li><li>He joined AI startup Lovable, drawn by speed … ...",0.0,neutral,0.798,1.58,0.0,https://www.businessinsider.com/meta-director-quits-big-tech-for-fast-growing-ai-startup-lovable-2026-4,2026-04-16 10:26:57,2026-04-16
9021bd9b6a8a2849,META,Meta,2026-04-15,The Economic Times,gnews,Nasdaq Live: US stocks future hold steady with earnings in focus - The Economic Times,"Nasdaq Live: US stocks future hold steady with earnings in focus - The Economic Times. Oil prices remained elevated, staying well above pre-war levels, while the IMF lowered global growth projections due to energy-driven inflation risks. Analysts warned equity markets may be underpricing downside ri...",-0.813,negative,0.813,1.56,-1.268,https://economictimes.indiatimes.com/markets/us-stocks/news/us-stock-market-live-dow-jones-sp-500-nasdaq-trump-iran-war-blockade-talks-brent-crude-oil-bank-corporate-earnings-stock-price-news/liveblog/130283559.cms,2026-04-16 10:26:57,2026-04-16
c498b497b68483f9,META,Meta,2026-04-15,Business Insider,newsapi,"Utilities are spending $1.4 trillion to power the AI boom, and it's hiking up electric bills across the US","Utilities are spending $1.4 trillion to power the AI boom, and it's hiking up electric bills across the US. An Entergy power plant in Texas.Bloomberg/Getty Images
<ul><li>Utilities plan to spend $1.4 trillion on capital expenditures by 2030, a PowerLines study found.</li><li>The electricity demands...",0.0,neutral,0.676,1.58,0.0,https://www.businessinsider.com/utilities-plan-1-4-trillion-capex-ai-demands-2030-2026-4,2026-04-16 10:26:57,2026-04-16
c44df4f7873cf908,META,Meta,2026-04-14,Gizmodo.com,newsapi,Circle CEO Addresses Lack of Stablecoin Freezes During Crypto Thefts,"Circle CEO Addresses Lack of Stablecoin Freezes During Crypto Thefts. Circle CEO Jeremy Allaire indirectly addressed criticism over the stablecoin issuers handling of crypto thefts during a press conference in Seoul, according to a report in CoinDesk. He stated that Ci… [+5460 chars]",-0.93,negative,0.93,1.3,-1.205,https://gizmodo.com/circle-ceo-addresses-lack-of-stablecoin-freezes-during-crypto-thefts-2000745968,2026-04-16 10:26:57,2026-04-16
577aec64abd3b36c,META,Meta,2026-04-13,Business Insider,newsapi,"A Netflix accessory app keeps hitting No. 1 in the App Store, beating out ChatGPT","A Netflix accessory app keeps hitting No. 1 in the App Store, beating out ChatGPT. Netflix Game Controller led the free apps chart on Monday.Illustration by Thiago Prudencio/SOPA Images/LightRocket via Getty Images
<ul><li>Netflix Game Controller is No. 1 in the App Store, and has… [+3055 chars]",0.646,positive,0.646,1.3,0.838,https://www.businessinsider.com/netflix-game-controller-tops-apple-app-store-chatgpt-2026-4,2026-04-16 10:26:57,2026-04-16
a0f0c81c37911008,META,Meta,2026-04-13,Barchart.com,newsapi,A $21 Billion Reason to Buy CoreWeave Stock Now,"A $21 Billion Reason to Buy CoreWeave Stock Now. Coreweave (CRWV) just announced a $21 billion long-term agreement with Meta Platforms (META), offering its AI cloud capacity to the company through December 2032. The company had already had an exist… [+3777 chars]",0.763,positive,0.763,1.3,0.989,https://www.barchart.com/story/news/1281201/a-21-billion-reason-to-buy-coreweave-stock-now,2026-04-16 10:26:57,2026-04-16
41266a41988dbd82,META,Meta,2026-04-13,Gizmodo.com,newsapi,Claude Mythos Preview Has Officially Frightened the British,"Claude Mythos Preview Has Officially Frightened the British. High-ranking members of Britain’s government and banking sector are reportedly scrambling to figure out what to do about cybersecurity holes found by Claude Mythos Preview, Anthropics new automated s… [+2905 chars]",-0.582,negative,0.582,1.3,-0.754,https://gizmodo.com/claude-mythos-preview-has-officially-frightened-the-british-2000745462,2026-04-16 10:26:57,2026-04-16
8a165baf7753ad34,META,Meta,2026-04-15,Gizmodo.com,newsapi,Apple’s Smart Glasses Are Stepping Into a Privacy Minefield,"Apple’s Smart Glasses Are Stepping Into a Privacy Minefield. Smart glasses are attracting some big names. There’s Meta, of course, which is already well out ahead of the pack with several pairs for sale, but there’s also Samsung and Google waiting in the wings… [+5539 chars]",0.0,neutral,0.686,1.58,0.0,https://gizmodo.com/apples-smart-glasses-are-stepping-into-a-privacy-minefield-2000746809,2026-04-16 20:09:26,2026-04-16
7aa25cee3094edfc,META,Meta,2026-04-15,Wired,newsapi,AI Could Democratize One of Tech's Most Valuable Resources,"AI Could Democratize One of Tech's Most Valuable Resources. Nvidia is the undisputed king of AI chips. But thanks to the AI it helped build, the champ could soon face growing competition.
Modern AI runs on Nvidia designs, a dynamic that has propelled the com… [+3700 chars]",0.0,neutral,0.714,1.58,0.0,https://www.wired.com/story/ai-could-democratize-one-of-techs-most-valuable-resources/,2026-04-16 20:09:26,2026-04-16
ba6ee686010f37fa,META,Meta,2026-04-16,Business Insider,newsapi,Snap's layoffs highlight growing work trend: AI-powered tiny teams,"Snap's layoffs highlight growing work trend: AI-powered tiny teams. Snap CEO Evan SpiegelJOEL SAGET/AFP via Getty Images
<ul><li>Snap is leaning into small, AI-powered ""squads"" to boost speed and output.</li><li>AI proponents say the technology lets fewer workers ac… [+3944 chars]",-0.663,negative,0.663,1.58,-1.049,https://www.businessinsider.com/snap-layoffs-highlight-workplace-trend-ai-powered-tiny-teams-2026-4,2026-04-17 20:06:55,2026-04-17
8086dbcad0e542dc,META,Meta,2026-04-16,Gizmodo.com,newsapi,Meta’s Quest Price Hikes Just Put VR in a Worse Spot,"Meta’s Quest Price Hikes Just Put VR in a Worse Spot. Meta’s Quest 3 VR headsets aren’t the most high-performance on the market, but if there’s one thing they have going for them, it’s the cost-to-quality ratioa ratio that just got a little bit worse. M… [+2052 chars]",-0.88,negative,0.88,1.58,-1.395,https://gizmodo.com/metas-quest-price-hikes-just-put-vr-in-a-worse-spot-2000747417,2026-04-17 20:06:55,2026-04-17
4f9d431f7ebaa5cd,META,Meta,2026-04-19,Business Insider,newsapi,Top Indeed exec details why they'll never have a 'Tokenmaxxing'-esque leaderboard,Top Indeed exec details why they'll never have a 'Tokenmaxxing'-esque leaderboard. Indeed CIO Anthony Moisant said the company previously made the mistake of following easy-to-track metrics like token use that aren't tied to outcomes.Jordan Vonderhaar/Bloomberg/Bloomberg via Getty … [+3894 chars],0.0,neutral,0.675,1.58,0.0,https://www.businessinsider.com/indeed-ai-usage-bills-tokens-leaderboard-anthony-moisant-2026-4,2026-04-20 20:16:24,2026-04-20
f100e629b64b92a8,META,Meta,2026-04-18,TheStreet,newsapi,Bank of America revamps AMD stock price target,"Bank of America revamps AMD stock price target. Advanced Micro Devices (AMD) has gained about 42% in the past month, according to Yahoo Finance at the time of writing, Friday afternoon, April 17. Meanwhile, the SPDR S&amp;P 500 index (SPY) is up s… [+3584 chars]",0.946,positive,0.946,1.58,1.499,https://www.thestreet.com/investing/stocks/bank-of-america-revamps-amd-stock-price-target,2026-04-20 20:16:24,2026-04-20
d8133cc62a61b1d5,META,Meta,2026-04-18,Yahoo Entertainment,newsapi,Meta Platforms (META) Expands AI Chip Deal with Broadcom,"Meta Platforms (META) Expands AI Chip Deal with Broadcom. Meta Platforms, Inc. (NASDAQ:META) is one of the 10 Unrivaled Stocks of the Next 5 Years. On April 14, Reuters reported that Meta Platforms, Inc. (NASDAQ:META) has expanded its partnership with Broad… [+1991 chars]",0.947,positive,0.947,1.3,1.228,https://finance.yahoo.com/sectors/technology/articles/meta-platforms-meta-expands-ai-184721791.html,2026-04-20 20:16:24,2026-04-20
1b2fa0b93fe4e318,META,Meta,2026-04-19,Android Central,newsapi,Prices on tech are going up everywhere... are you less likely to buy a new phone this year?,"Prices on tech are going up everywhere... are you less likely to buy a new phone this year?. We were warned about the RAM shortage at the tail end of 2025, but now it's becoming a major problem throughout the tech industry. Tech companies are beginning to increase the prices of their devices… [+2310...",-0.9,negative,0.9,1.58,-1.426,https://www.androidcentral.com/phones/poll-are-you-less-likely-to-buy-a-new-phone-this-year,2026-04-20 20:16:24,2026-04-20
121ddab7316ce991,META,Meta,2026-04-18,Gizmodo.com,newsapi,RAM Shortage Expected to Continue Into Next Year or Later,"RAM Shortage Expected to Continue Into Next Year or Later. A report by the Japan-based, English-language magazine Nikkei Asia looked at the state of the memory business in East Asia lately, and, long story short: demand is still astronomical, and progress to… [+2239 chars]",-0.861,negative,0.861,1.3,-1.116,https://gizmodo.com/ram-shortage-expected-to-continue-into-next-year-or-later-2000748208,2026-04-20 20:16:24,2026-04-20
f752c7cdffcfcc64,META,Meta,2026-04-19,Android Central,newsapi,The Ray-Ban Meta (Gen 1) smart glasses just scored a rare 25% discount at Amazon,"The Ray-Ban Meta (Gen 1) smart glasses just scored a rare 25% discount at Amazon. Those in search of cheap smart glasses won't find much, unless you're cool waiting for a discount to hit or going last-generation. Luckily, Amazon is offering both by chopping 25% off the price of th… [+2100 chars]",0.795,positive,0.795,1.58,1.259,https://www.androidcentral.com/wearables/the-ray-ban-meta-gen-1-smart-glasses-just-scored-a-rare-25-percent-discount-at-amazon,2026-04-20 20:16:24,2026-04-20
b83a53ee05dc020c,META,Meta,2026-04-17,Business Insider,newsapi,"2 reasons you should wait to pile into the market's resurgent tech trade, according to SocGen's US stock chief","2 reasons you should wait to pile into the market's resurgent tech trade, according to SocGen's US stock chief. Tech stocks are again the market's hottest trade but Société Générale's Chief US Equity Strategist, Manish Kabra, says not so fast.
The AI scare trade sent tech stocks plummeting earlier ...",-0.864,negative,0.864,1.3,-1.12,https://www.businessinsider.com/investing-tips-buy-tech-stocks-ai-capex-hyperscalers-sp500-outlook-2026-4,2026-04-20 20:16:24,2026-04-20
66e7bfb946bef882,META,Meta,2026-04-17,Boredpanda.com,newsapi,“Best And Worst Of Twitter”: 33 Screenshots From X That Are Funnier Than They Should Be,"“Best And Worst Of Twitter”: 33 Screenshots From X That Are Funnier Than They Should Be. There are many differences between social networks like the controversial X (formerly Twitter) and Facebook, owned by Meta. Not just on a technical level, but on a cultural one, too.
Initially, Twit… [+429 char...",0.0,neutral,0.788,1.3,0.0,https://www.boredpanda.com/random-funny-tweets/,2026-04-20 20:16:24,2026-04-20
7c24c50cb5e40690,META,Meta,2026-04-20,NPR,newsapi,Data center disputes have been local. But the midterms might change that,"Data center disputes have been local. But the midterms might change that. Fifteen minutes after Susan Bourgeois was appointed to lead Louisiana Economic Development, the state agency responsible for strengthening business growth, she got her first data center pitch.
""I wa… [+10199 chars]",0.0,neutral,0.828,1.58,0.0,https://www.npr.org/2026/04/20/g-s1-117729/data-center-disputes-local-midterms,2026-04-21 20:15:56,2026-04-21
8b944d6605a6bd32,META,Meta,2026-04-20,Search Engine Journal,newsapi,"Winning Google Ads Campaign Structures For DTC Ecommerce via @sejournal, @MenachemAni","Winning Google Ads Campaign Structures For DTC Ecommerce via @sejournal, @MenachemAni. You’ve got a whole library of winning ads from Meta to run on Google, but you don’t want to spend a ton of time setting up campaigns or becoming a Google guru. So, you take your existing creatives an… [+10705 char...",0.0,neutral,0.943,1.58,0.0,https://www.searchenginejournal.com/winning-google-ads-campaign-structures-for-dtc-ecommerce/571400/,2026-04-21 20:15:57,2026-04-21
c32fc954ea9c922d,META,Meta,2026-04-20,The Verge,newsapi,Canva’s CEO on its big pivot to AI enterprise software,"Canva’s CEO on its big pivot to AI enterprise software. <ul><li></li><li></li><li></li></ul>
Why Melanie Perkins is confident Canva can take on the big AI players.
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics s… [+65589 chars]",0.0,neutral,0.843,1.58,0.0,https://www.theverge.com/podcast/913793/melanie-perkins-canva-ai-adobe-affinity-design,2026-04-21 20:15:57,2026-04-21
d28ec3dc54d1ad6d,META,Meta,2026-04-21,Wired,newsapi,Meta Is Sued Over Scam Ads on Facebook and Instagram,"Meta Is Sued Over Scam Ads on Facebook and Instagram. On Tuesday, the nonprofit Consumer Federation of America filed a lawsuit against Meta, alleging that the way the social networking giant handles scammers on its platforms violates Washington, DCs con… [+3947 chars]",-0.916,negative,0.916,1.58,-1.451,https://www.wired.com/story/meta-is-sued-over-scam-ads-on-facebook-and-instagram/,2026-04-22 20:20:40,2026-04-22
